Pincode,State,District,District V2,City,Zone,Type,Rank,SPOC,All Channels ( Salaried ),Embedded,DSA SENP L2
743401,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743405,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743411,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743412,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743413,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743414,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743422,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743423,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743424,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743425,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743426,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743427,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743428,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743429,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743435,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743437,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743438,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743439,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743440,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743441,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743442,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743443,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743445,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743446,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743456,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743486,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743502,West Bengal,South 24 Parganas,South 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743503,West Bengal,South 24 Parganas,South 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743504,West Bengal,South 24 Parganas,South 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743507,West Bengal,South 24 Parganas,South 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743513,West Bengal,South 24 Parganas,South 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743601,West Bengal,South 24 Parganas,South 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743603,West Bengal,South 24 Parganas,South 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743606,West Bengal,South 24 Parganas,South 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743609,West Bengal,South 24 Parganas,South 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743610,West Bengal,South 24 Parganas,South 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743611,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743613,West Bengal,South 24 Parganas,South 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743700,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743701,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743702,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743703,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743704,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743706,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743708,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743710,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
743711,West Bengal,North 24 Parganas,North 24 Parganas,Kolkata MR,East,Established - New Locations,7,Gautam Kotak,Live,Not Live,Not Live
721130,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721131,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721134,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721135,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721137,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721139,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721142,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721151,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721152,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721153,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721154,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721158,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721171,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721172,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721253,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721401,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721403,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721405,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721420,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721422,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721423,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721425,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721427,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721428,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721429,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721430,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721431,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721432,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721433,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721434,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721435,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721437,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721438,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721439,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721440,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721441,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721442,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721443,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721444,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721446,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721447,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721448,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721449,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721450,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721452,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721453,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721454,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721455,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721456,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721458,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721463,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721601,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721602,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721603,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721604,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721605,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721606,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721607,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721624,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721625,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721626,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721627,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721628,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721629,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721631,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721632,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721633,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721634,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721635,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721636,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721637,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721638,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721641,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721642,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721643,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721644,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721645,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721646,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721647,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721648,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721649,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721650,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721651,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721652,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721653,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721654,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721655,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721656,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721657,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721658,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721659,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721664,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721665,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721666,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721669,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
721670,West Bengal,East Midnapore,East Midnapore,Tamluk-Haldia,East,Established - New Locations,65,Gautam Kotak,Live,Not Live,Not Live
396235,Gujarat,Vapi,Vapi,Vapi,West,Emerging - New Locations,NA,Amit Rai,Live,Not Live,Not Live
396191,Gujarat,Vapi,Vapi,Vapi,West,Emerging - New Locations,NA,Amit Rai,Live,Not Live,Not Live
396193,Gujarat,Vapi,Vapi,Vapi,West,Emerging - New Locations,NA,Amit Rai,Live,Not Live,Not Live
396210,Gujarat,Vapi,Vapi,Vapi,West,Emerging - New Locations,NA,Amit Rai,Live,Not Live,Not Live
396155,Gujarat,Vapi,Vapi,Vapi,West,Emerging - New Locations,NA,Amit Rai,Live,Not Live,Not Live
396240,Gujarat,Vapi,Vapi,Vapi,West,Emerging - New Locations,NA,Amit Rai,Live,Not Live,Not Live
396105,Gujarat,Vapi,Vapi,Vapi,West,Emerging - New Locations,NA,Amit Rai,Live,Not Live,Not Live
396230,Gujarat,Vapi,Vapi,Vapi,West,Emerging - New Locations,NA,Amit Rai,Live,Not Live,Not Live
453771,Madhya Pradesh,Indore,Indore,Indore,West,Established - New Locations,NA,Gautam Kotak,Live,Not Live,Live
454774,Madhya Pradesh,Indore,Indore,Pithampur,West,Established - New Locations,NA,Gautam Kotak,Live,Not Live,Live
454775,Madhya Pradesh,Indore,Indore,Pithampur,West,Established - New Locations,NA,Gautam Kotak,Live,Not Live,Live
600121,TAMIL NADU,CHENNAI,CHENNAI,Chennai MR,South,Top 7 Metros,NA,Gautam Kotak,Live,Live,Live
608001,TAMIL NADU,CUDDALORE,CUDDALORE,Cuddalore,South,Established - New Locations,NA,Gautam Kotak,Live,Live,Live
608002,TAMIL NADU,CUDDALORE,CUDDALORE,Cuddalore,South,Established - New Locations,NA,Gautam Kotak,Live,Live,Live
607801,TAMIL NADU,CUDDALORE,CUDDALORE,Cuddalore,South,Established - New Locations,NA,Gautam Kotak,Live,Live,Live
607802,TAMIL NADU,CUDDALORE,CUDDALORE,Cuddalore,South,Established - New Locations,NA,Gautam Kotak,Live,Live,Live
607803,TAMIL NADU,CUDDALORE,CUDDALORE,Cuddalore,South,Established - New Locations,NA,Gautam Kotak,Live,Live,Live
607804,TAMIL NADU,CUDDALORE,CUDDALORE,Cuddalore,South,Established - New Locations,NA,Gautam Kotak,Live,Live,Live
607805,TAMIL NADU,CUDDALORE,CUDDALORE,Cuddalore,South,Established - New Locations,NA,Gautam Kotak,Live,Live,Live
607807,TAMIL NADU,CUDDALORE,CUDDALORE,Cuddalore,South,Established - New Locations,NA,Gautam Kotak,Live,Live,Live
607303,TAMIL NADU,CUDDALORE,CUDDALORE,Cuddalore,South,Established - New Locations,NA,Gautam Kotak,Live,Live,Live
607108,TAMIL NADU,CUDDALORE,CUDDALORE,Cuddalore,South,Established - New Locations,NA,Gautam Kotak,Live,Live,Live
606001,TAMIL NADU,CUDDALORE,CUDDALORE,Cuddalore,South,Established - New Locations,NA,Gautam Kotak,Live,Live,Live
608702,TAMIL NADU,CUDDALORE,CUDDALORE,Cuddalore,South,Established - New Locations,NA,Gautam Kotak,Live,Live,Live
608601,TAMIL NADU,CUDDALORE,CUDDALORE,Cuddalore,South,Established - New Locations,NA,Gautam Kotak,Live,Live,Live
606115,TAMIL NADU,KALLAKURICHI,KALLAKURICHI,Cuddalore,South,Established - New Locations,NA,Gautam Kotak,Live,Live,Live
608602,TAMIL NADU,CUDDALORE,CUDDALORE,Cuddalore,South,Established - New Locations,NA,Gautam Kotak,Live,Live,Live
683562,KERALA,ERNAKULAM,ERNAKULAM,ERNAKULAM,South,Established - New Locations,NA,Gautam Kotak,Live,Not Live,Not Live
603402,TAMIL NADU,KANCHIPURAM,KANCHIPURAM,Chennai MR,South,Top 7 Metros,NA,Gautam Kotak,Live,Live,Live
602301,TAMIL NADU,KANCHIPURAM,KANCHIPURAM,Chennai MR,South,Top 7 Metros,NA,Gautam Kotak,Live,Live,Live
602109,TAMIL NADU,KANCHIPURAM,KANCHIPURAM,Chennai MR,South,Top 7 Metros,NA,Gautam Kotak,Live,Live,Live
600132,TAMIL NADU,KANCHIPURAM,KANCHIPURAM,Chennai MR,South,Top 7 Metros,NA,Gautam Kotak,Live,Live,Live
603319,TAMIL NADU,CHENGALPATTU,CHENGALPATTU,Chennai MR,South,Top 7 Metros,NA,Gautam Kotak,Live,Live,Live
603201,TAMIL NADU,CHENGALPATTU,CHENGALPATTU,Chennai MR,South,Top 7 Metros,NA,Gautam Kotak,Live,Live,Live
603303,TAMIL NADU,CHENGALPATTU,CHENGALPATTU,Chennai MR,South,Top 7 Metros,NA,Gautam Kotak,Live,Live,Live
603301,TAMIL NADU,CHENGALPATTU,CHENGALPATTU,Chennai MR,South,Top 7 Metros,NA,Gautam Kotak,Live,Live,Live
603309,TAMIL NADU,CHENGALPATTU,CHENGALPATTU,Chennai MR,South,Top 7 Metros,NA,Gautam Kotak,Live,Live,Live
603307,TAMIL NADU,CHENGALPATTU,CHENGALPATTU,Chennai MR,South,Top 7 Metros,NA,Gautam Kotak,Live,Live,Live
603105,TAMIL NADU,CHENGALPATTU,CHENGALPATTU,Chennai MR,South,Top 7 Metros,NA,Gautam Kotak,Live,Live,Live
631202,TAMIL NADU,TIRUVALLUR,TIRUVALLUR,Chennai MR,South,Top 7 Metros,NA,Gautam Kotak,Live,Live,Live
603102,TAMIL NADU,CHENGALPATTU,CHENGALPATTU,Chennai MR,South,Top 7 Metros,NA,Gautam Kotak,Live,Live,Live
603104,TAMIL NADU,CHENGALPATTU,CHENGALPATTU,Chennai MR,South,Top 7 Metros,NA,Gautam Kotak,Live,Live,Live
603311,TAMIL NADU,CHENGALPATTU,CHENGALPATTU,Chennai MR,South,Top 7 Metros,NA,Gautam Kotak,Live,Live,Live
603310,TAMIL NADU,CHENGALPATTU,CHENGALPATTU,Chennai MR,South,Top 7 Metros,NA,Gautam Kotak,Live,Live,Live
603302,TAMIL NADU,CHENGALPATTU,CHENGALPATTU,Chennai MR,South,Top 7 Metros,NA,Gautam Kotak,Live,Live,Live
603312,TAMIL NADU,CHENGALPATTU,CHENGALPATTU,Chennai MR,South,Top 7 Metros,NA,Gautam Kotak,Live,Live,Live
603401,TAMIL NADU,CHENGALPATTU,CHENGALPATTU,Chennai MR,South,Top 7 Metros,NA,Gautam Kotak,Live,Live,Live
603305,TAMIL NADU,CHENGALPATTU,CHENGALPATTU,Chennai MR,South,Top 7 Metros,NA,Gautam Kotak,Live,Live,Live
603304,TAMIL NADU,CHENGALPATTU,CHENGALPATTU,Chennai MR,South,Top 7 Metros,NA,Gautam Kotak,Live,Live,Live
673602,KERALA,KOZHIKODE,KOZHIKODE,KOZHIKODE,South,Established - New Locations,NA,Gautam Kotak,Live,Not Live,Not Live
673604,KERALA,KOZHIKODE,KOZHIKODE,KOZHIKODE,South,Established - New Locations,NA,Gautam Kotak,Live,Not Live,Not Live
673603,KERALA,KOZHIKODE,KOZHIKODE,KOZHIKODE,South,Established - New Locations,NA,Gautam Kotak,Live,Not Live,Not Live
605102,TAMIL NADU,VILLUPURAM,VILLUPURAM,VILLUPURAM,South,Established - New Locations,NA,Gautam Kotak,Live,Live,Live
605107,TAMIL NADU,VILLUPURAM,VILLUPURAM,VILLUPURAM,South,Established - New Locations,NA,Gautam Kotak,Live,Live,Live
613301,Tamil Nadu,Pudukkottai,Pudukkottai,Pudukkottai,South,EPL - Old Locations,174,Amit Rai,Live,Live,Live
609807,Tamil Nadu,Thanjavur,Thanjavur,Thanjavur,South,Established - New Locations,86,Gautam Kotak,Live,Live,Live
609804,Tamil Nadu,Thanjavur,Thanjavur,Thanjavur,South,Established - New Locations,86,Gautam Kotak,Live,Live,Live
601201,TAMIL NADU,TIRUVALLUR,TIRUVALLUR,Chennai MR,South,Top 7 Metros,NA,Gautam Kotak,Live,Live,Live
695604,KERALA,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,South,Established - New Locations,NA,Gautam Kotak,Live,Not Live,Not Live
695607,KERALA,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,South,Established - New Locations,NA,Gautam Kotak,Live,Not Live,Not Live
695568,KERALA,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,South,Established - New Locations,NA,Gautam Kotak,Live,Not Live,Not Live
